ID,Start time,Completion time,Email,Name,Which team do you contribute to?,"On my team, information is actively sought ","On my team, I feel I can deliver bad news or news of a failure without retribution","On my team, responsibilities are shared","On my team, cross-functional collaboration is encouraged and rewarded","On my team, failure leads to learning","On my team, new ideas are welcomed",Is there any additional information to help frame your submissions above? Examples?
196,5/3/21 12:26:41,5/3/21 13:04:20,anonymous,,Platform - Covert DevOps,6,6,6,5,6,7,"As a team I feel that we are always getting better sprint to sprint.. I feel that our team may have benefited from some kind of course prior to starting but nevertheless we are about 80-85% there. I learned a version of Agile/Scrum/Kanban over a week of an in person course that dramatically helped everyone out of the gate.

SIDE NOTE
Also, for .Net we would be best to acknowledge the fact we should move away from the traditional .Net Framework and move towards .Net Core (or as would be renamed to .Net 5) .. as Microsoft is moving away from the .Net Framework."
197,5/3/21 11:41:30,5/3/21 13:08:13,anonymous,,Platform - Four,6,6,6,6,6,6,
198,5/3/21 13:09:23,5/3/21 13:10:03,anonymous,,Platform - Coral,4,7,6,6,6,4,
199,5/3/21 13:08:37,5/3/21 13:11:01,anonymous,,Platform - Four,7,6,6,5,6,7,"I believe that Team 4 does a very good job at identifying changes that the Team wants to see and implementing them. IE: Business feedback meetings, Weekly Deployments, etc."
200,5/3/21 13:11:46,5/3/21 13:15:36,anonymous,,Platform - Scrum Bags,7,7,6,6,6,7,
201,5/3/21 11:13:28,5/3/21 13:19:34,anonymous,,SAT - Deja Vu,6,6,5,5,6,6,
202,5/3/21 13:35:44,5/3/21 13:37:56,anonymous,,SAT - The Survivors,6,6,6,4,5,4,
203,5/3/21 13:37:59,5/3/21 13:43:01,anonymous,,Enabling - Performance & Monitoring,2,5,1,2,5,1,"Team needs to do a better job at delegating work to all members. Often, there are only a few number of members who do most of the work. "
204,5/3/21 13:53:19,5/3/21 13:55:41,anonymous,,SAT - FBI,7,7,7,7,7,7,n/a
205,5/3/21 14:17:13,5/3/21 14:32:19,anonymous,,Enabling - CDP,6,6,6,7,6,7,"On CDP we get the opportunity to ""break new ground"" on app deployment for a number of different teams and app strategies. This could be difficult but our team comes from a lot of different areas and brings a wide array of knowledge to the table and Summer does a great job of getting the right people on the right initiative. It is encouraged to share experiences and suggestions during team meetings even if it is for an initiative you are not a part of because it often leads to new ideas and improvements; such as the Release Workitem Automation that saves countless hours each release, which was based on things learned while working on another initiative and mentioned during a team meeting. It is this kind of collaboration and innovation that makes CDP a fun team to be on while helping App Services to meet CI/CD goals."
206,5/3/21 14:34:39,5/3/21 14:36:12,anonymous,,SAT - The Pharside,7,7,6,6,7,7,"Our team works extremely well together, and everyone seems to feel comfortable challenging or proposing new ideas"
207,5/3/21 14:33:59,5/3/21 14:37:16,anonymous,,SAT - The Sims,6,7,6,7,7,7,I feel like our team is always striving to get better and everyone is always open for feed back.  
208,5/3/21 15:28:27,5/3/21 15:29:49,anonymous,,SAT - Deja Vu,7,7,7,7,7,7,
209,5/3/21 15:25:59,5/3/21 15:30:30,anonymous,,Platform - Covert DevOps,3,6,3,7,6,6,Retros are something the team does struggle with. It is challenging to get everyone to engage and it typically ends up being 2-3 people making most of the comments and participating in the discussion. 
210,5/3/21 15:30:32,5/3/21 15:32:23,anonymous,,SAT - Deja Vu,6,7,5,7,4,6,
211,5/3/21 14:59:34,5/3/21 15:55:19,anonymous,,SAT - Parks & Integration,7,7,7,7,7,7,"The P&I devs welcome iteration, being onboard with adapting designs that have to be modified once they're re-examined after development."
212,5/3/21 16:02:57,5/3/21 16:05:55,anonymous,,Enabling - Performance & Monitoring,4,2,3,3,1,3,
213,5/3/21 16:06:07,5/3/21 16:07:16,anonymous,,SAT - LATTE,7,6,2,3,7,7,
214,5/3/21 16:09:56,5/3/21 16:12:30,anonymous,,SAT - Deja Vu,7,6,6,6,4,7,
215,5/3/21 11:04:07,5/3/21 16:30:35,anonymous,,SAT - The Survivors,5,2,2,1,2,1,"Our retros avoid the elephant in the room. Sometimes items are met with defensiveness rather than curiosity. Only the most tangible things get acted upon; the entire team can strongly agree about something but nothing happens.
I would be afraid of mentioning failures because they might be met with frustration. Whereas I would prefer to directly talk about and bring up blockers we have or discuss options that may be imperfect on some dimensions, I have to weigh whether it's worth getting certain reactions. There's a feeling that we have to get things right the first time to be a high-performing team. That there isn't time for any other way.
While there is discussion between SM, QA, UI, and Service when committing work to ensure there is alignment and capacity, there is not much shared responsibility. While there is an interest in cross-training I am not aware of anyone who is learning something other than their function. Stepping outside of your functional area to contribute can be met with 'stay in your lane' type reactions. It makes it hard for us to swarm around a problem or point out different blindspots. Sometimes, especially in crunch time, one hand doesn't know what the other one does and so it can slow things down.
Silos do certainly exist and not only is it frowned upon to speak outside of your immediate official expertise but functional meetings are cloistered. It is very hard to get knowledge because the general idea is that other people don't need it. Directives will be passed down and you'll be given a user story and that's all you should need. So it's hard to be proactive, it's hard to really understand what the users and business need, and it's uncomfortable to try to be collaborative since that goes against the grain.
It is hard to access the business because our relationship with them is so tightly managed and treated very delicately to a fault. Without access to the business or users many of the decisions we are making are not based on data and so are arbitrary and so are not the most innovative. They may not meet a need nor create a strong experience. The business seems open to talking about more interesting ideas but we don't even let ourselves have that opportunity.
We are encouraged not to fail, so there is little risk-taking. We occasionally have research PBIs that the developers take on to understand what is possible which is a good first step. But we don't do things in an iterative way, we don't outline, record, and return to hypothesis for our work decisions are just made that we do not follow-up on. There's a sense that we need to move fast so we don't have time to work through some of these more collaborative, experimental, innovative methods but I think it comes at a cost.
There is little embrace of uncommon perspectives. Largely because in ceremonies only 4-5 people are actively engaged in the conversation beyond their immediate function whereas there are 15-20 people on the team. People are not made to feel it is an inclusive, safe space to contribute; or they do not have an interest to; or they have learned it is not their place/not necessary and probably are doing something else. Even if ideas are presented, it starts to feel like there is not any point because the response is often 'those are great ideas but' in a sort of dismissal rather than group conversation. Most significantly though, there is just not room for ideas. By the time things get down to us the decisions have already been made, even though there are a lot of holes in them and the team may not understand the backlog, so it takes a lot of energy and pushing to understand the background evidence and even come up with and suggest ideas because the whole time there's complaining of it taking too long. When there's resistance to just step back and look at the big picture in a white-boarding session, it's really just an uphill battle.
Ultimately the team accomplishes some work but its cohesion and culture are dysfunctional."
216,5/3/21 16:52:26,5/3/21 16:53:25,anonymous,,SAT - LATTE,5,6,5,6,3,6,
217,5/3/21 17:50:01,5/3/21 18:00:00,anonymous,,Enabling - CDP,7,7,6,7,7,6,
218,5/4/21 8:34:21,5/4/21 8:35:18,anonymous,,SAT - Parks & Integration,7,7,7,7,7,7,
219,5/4/21 8:49:57,5/4/21 8:51:34,anonymous,,SAT - Stillwater,5,6,4,4,4,5,
220,5/4/21 13:11:28,5/4/21 13:14:01,anonymous,,SAT - Deja Vu,7,6,5,7,6,7,
221,5/4/21 14:14:33,5/4/21 14:19:20,anonymous,,Enabling - Architecture,7,7,7,7,7,3,"We are still solving problems with tools from years ago because the problems are big / poorly defined and the team wants to stay the course, but we keep fielding problems (like disaster recovery) that would have been made much easier by adopting new tools years ago.  It's an ugly cycle.  New tool evaluation keeps getting put on the backburner because there are fires.  I want to see a roadmap of new tools so that HP 3.0 doesn't end up like our current application when it comes to release difficulty. "
222,5/5/21 10:15:50,5/5/21 10:17:19,anonymous,,Platform - Scrum Bags,7,7,7,7,7,7,
223,5/5/21 12:34:08,5/5/21 12:34:54,anonymous,,SAT - Stillwater,6,7,6,6,6,7,
224,5/5/21 12:34:20,5/5/21 12:35:41,anonymous,,SAT - Parks & Integration,7,7,7,7,6,6,
225,5/5/21 12:34:50,5/5/21 12:36:18,anonymous,,Complicated Subsystem - OID,6,6,5,6,6,6,
226,5/5/21 12:35:04,5/5/21 12:36:27,anonymous,,Platform - Covert DevOps,6,6,6,6,6,6,
227,5/5/21 12:36:22,5/5/21 12:36:58,anonymous,,SAT - LATTE,6,6,6,5,6,6,
228,5/5/21 12:34:20,5/5/21 12:37:19,anonymous,,SAT - LATTE,6,6,6,5,5,6,
229,5/5/21 12:37:00,5/5/21 12:37:28,anonymous,,SAT - Stillwater,6,6,6,6,6,6,
230,5/5/21 12:39:04,5/5/21 12:40:06,anonymous,,SAT - T-Wrecks,7,7,7,7,7,7,
231,5/5/21 12:40:08,5/5/21 12:40:32,anonymous,,Platform - Coral,6,7,4,6,7,7,
232,5/5/21 12:35:36,5/5/21 12:41:57,anonymous,,Enabling - CDP,7,7,6,6,6,7,
233,5/5/21 12:41:57,5/5/21 12:42:23,anonymous,,Enabling - Konnect,7,7,7,7,7,7,
234,5/5/21 12:49:09,5/5/21 12:50:05,anonymous,,Platform - Four,5,4,5,4,5,6,
235,5/5/21 12:51:42,5/5/21 12:52:29,anonymous,,Platform - Covert DevOps,4,4,5,4,4,4,
236,5/5/21 12:52:31,5/5/21 12:52:58,anonymous,,Platform - Four,5,4,5,4,4,5,
237,5/5/21 12:53:00,5/5/21 12:53:32,anonymous,,Platform - Scrum Bags,4,4,5,4,4,4,
238,5/5/21 12:49:56,5/5/21 12:53:49,anonymous,,SAT - Parks & Integration,7,7,5,5,6,7,
239,5/5/21 12:52:07,5/5/21 12:53:50,anonymous,,SAT - The Pharside,7,7,7,7,7,7,
240,5/5/21 12:53:52,5/5/21 12:54:02,anonymous,,Complicated Subsystem - OID,7,7,7,7,7,7,
241,5/5/21 12:53:33,5/5/21 12:54:06,anonymous,,SAT - FBI,6,4,6,4,4,6,
242,5/5/21 12:54:08,5/5/21 12:54:31,anonymous,,SAT - Stillwater,6,6,6,5,5,6,
243,5/5/21 12:54:33,5/5/21 12:54:53,anonymous,,SAT - The Sims,6,6,6,7,6,7,
244,5/5/21 13:00:58,5/5/21 13:02:51,anonymous,,SAT - LATTE,7,7,5,6,6,6,
245,5/5/21 13:11:39,5/5/21 13:13:59,anonymous,,SAT - Deja Vu,4,6,6,6,5,7,
246,5/5/21 13:05:45,5/5/21 13:14:00,anonymous,,SAT - The Pharside,7,7,6,7,6,7,
247,5/5/21 13:13:25,5/5/21 13:14:24,anonymous,,Enabling - CDP,1,1,1,1,1,1,
248,5/5/21 13:14:17,5/5/21 13:16:43,anonymous,,SAT - T-Wrecks,7,7,6,7,6,7,
249,5/5/21 13:11:25,5/5/21 13:30:43,anonymous,,Enabling - Architecture,7,6,6,4,5,6,"Lowest score provided was for cross-functional collaboration.  We have great cross-functional discussions, but there are still perceived silos with clear owners.  Each silo pushes for decisions in their best interest.  It is hard to select a silo-based tradeoff that improves the platform as a whole.  

There is a fear of being wrong at the architectural level that is slowing down some decisions.  The fear seems tied to trying to limit rework.  My opinion is that incrementing the architecture will come with work.  Not rework; just work.  This has been improving for the last few sprints, but still warrants mentioning"
250,5/5/21 13:32:25,5/5/21 13:33:41,anonymous,,SAT - Deja Vu,5,7,6,6,7,7,
251,5/5/21 13:38:14,5/5/21 13:39:28,anonymous,,SAT - FBI,4,4,3,4,6,6,
252,5/5/21 13:51:10,5/5/21 13:53:56,anonymous,,Enabling - Architecture,7,7,7,6,5,5,
253,5/5/21 12:40:02,5/5/21 13:55:21,anonymous,,SAT - FBI,6,6,7,7,7,7,UI and service shared the responsibility of setting up the new pipeline (yml file).   We have a lot of collaboration between members when working on the backlog.  
254,5/5/21 13:56:00,5/5/21 13:57:36,anonymous,,SAT - The Survivors,6,5,6,5,5,7,
255,5/5/21 13:45:07,5/5/21 14:03:49,anonymous,,Enabling - CDP,7,6,6,6,6,7,
256,5/5/21 14:06:45,5/5/21 14:07:22,anonymous,,SAT - LATTE,6,6,6,6,7,7,
257,5/5/21 14:15:35,5/5/21 14:22:24,anonymous,,SAT - FBI,7,3,6,3,3,6,"Team FBI is a new group comprised of some new employees.  At this moment there hasn't been enough work developed to answer the provided questions completely.  However, from the sprints we have completed, one conclusion that can be drawn is that the group works well together and brings issues forward with ease."
258,5/5/21 14:26:07,5/5/21 14:27:09,anonymous,,Platform - Covert DevOps,7,7,7,7,7,7,
259,5/5/21 14:22:23,5/5/21 14:32:13,anonymous,,Enabling - CDP,5,7,7,7,7,7,
260,5/5/21 14:38:12,5/5/21 14:39:49,anonymous,,SAT - Parks & Integration,6,6,6,7,7,7,
261,5/5/21 15:14:24,5/5/21 15:16:47,anonymous,,Platform - Covert DevOps,6,6,6,6,6,6,
262,5/5/21 15:16:51,5/5/21 15:26:04,anonymous,,SAT - Stillwater,5,7,6,5,5,7,"Re: On my team, information is actively sought : Our retrospect ceremony lacks a great process for documenting action items. In addition, participation is low.  Re: On my team, failure leads to learning: We do not have a process to capture our learnings on failure or obstacles that we overcame. "
263,5/5/21 15:24:20,5/5/21 15:26:22,anonymous,,SAT - Parks & Integration,7,7,4,7,7,7,
264,5/5/21 15:30:28,5/5/21 15:42:53,anonymous,,SAT - LATTE,6,5,4,3,4,5,"Team Latte has come a long way over the last year, in my opinion.  It is more motivated, with greater direction and better collaboration both within the team and with outside members.  A particular challenge for the team has been the cognitive dissonance caused by supporting legacy architecture while conversely undergoing transformations in the way the LATTE team works and how it fits into the Application Services broader transformation strategy.  I believe we have worked past that unnecessary conflict and may in fact be leading the way in some regards where process and team organization is concerned.   All in all - I am happy with where we are as compared to when we had a similar survey several months ago."
265,5/6/21 7:20:47,5/6/21 7:28:14,anonymous,,SAT - Deja Vu,6,6,6,6,6,6,The Deja Vu team is great at working together and communicating with one another. Team members actively reach out to one another to share information or ask for help. They are always willing to help one another and learn together.
266,5/6/21 7:28:22,5/6/21 7:34:08,anonymous,,SAT - Parks & Integration,7,6,6,7,6,7,The Parks and Integration team is always on a quest to learn and to try new things. They work well together and are always willing to go out of their way to help one another. They share information with one another and everyone is always kept in the loop. 
267,5/6/21 8:30:43,5/6/21 8:31:33,anonymous,,SAT - LATTE,6,5,6,5,6,7,
268,5/6/21 9:03:04,5/6/21 9:05:44,anonymous,,Enabling - CDP,7,7,7,7,7,7,
269,5/6/21 10:18:59,5/6/21 10:19:15,anonymous,,SAT - Parks & Integration,6,7,4,6,5,7,
270,5/6/21 10:42:25,5/6/21 10:44:12,anonymous,,Enabling - CDP,7,7,6,7,6,6,
271,5/6/21 10:56:50,5/6/21 10:57:42,anonymous,,SAT - The Sims,6,7,5,6,6,6,
272,5/6/21 11:07:51,5/6/21 12:01:43,anonymous,,Platform - Covert DevOps,7,7,7,7,7,7,"It is great that my team ranks highly with all topics mentioned above.  But, I feel there are some other topics that can be improved.  I feel the processes in place for taking on new work, deploying to prod, and fixing prod/QA issues all can have significant delays - which can lead to a lower level of customer satisfaction.  There have been many occasions where work/deployment was postponed so that we could follow the processes in place at that time.  It seems like customer satisfaction is not considered with as much importance as the process.  Additionally, I feel that sometimes work is postponed for longer periods of time than necessary...  since there are so many forms and approvals in the process, I get the impression than many people prefer delays in the project, rather than completing the forms and getting approvals.
Also, the HealthPlaNET architecture has become very complex, and contains many different components requiring different layers of expertise and teams.  With that complexity - when an unexpected/complicated issue arises, it has been time consuming to get all the necessary teams involved to investigate the issue.  In the QA environment, it has been difficult to determine who to contact for help."
273,5/6/21 12:24:28,5/6/21 12:29:49,anonymous,,SAT - The Pharside,6,7,5,6,7,7,"The team works together very well, both professionally and personally. There is mutual respect and a drive to do great work, which makes the team environment very enjoyable to be a part of. "
274,5/6/21 12:29:59,5/6/21 12:35:49,anonymous,,SAT - T-Wrecks,6,7,6,6,7,7,
275,5/6/21 12:36:00,5/6/21 12:40:38,anonymous,,SAT - LATTE,6,6,5,7,7,7,"There has been a recent push for more voices to contribute to team discussions during various meetings, trying different ways to effort PBIs and run retrospectives, and now more cross training throughout the team. The team is moving in a very good direction and continues to improve as we work together and try new things. "
276,5/6/21 11:12:15,5/6/21 13:13:41,anonymous,,Enabling - Performance & Monitoring,7,7,7,6,7,7,"Although my perspective is a little new and limited in time, I think the P&M team does a good job of upholding these points in our team culture.  I think the cross functional abilities could use a little more focus to bring us to the next level."
277,5/6/21 14:04:34,5/6/21 14:06:57,anonymous,,SAT - Parks & Integration,7,7,7,7,7,7,"Parks & Integration is a great team that tries to find new ways to approach problems, shares responsibility well, and we generally carry the team well, picking up slack as needed! I think the team has a great culture."
278,5/6/21 14:47:48,5/6/21 14:49:02,anonymous,,SAT - Stillwater,6,5,6,5,6,6,
279,5/7/21 9:18:03,5/7/21 9:19:44,anonymous,,Enabling - Architecture,5,7,4,3,6,5,
280,5/7/21 9:20:55,5/7/21 9:22:58,anonymous,,Platform - Four,6,6,6,6,5,6,
281,5/7/21 11:27:03,5/7/21 11:28:09,anonymous,,SAT - The Sims,5,2,5,6,5,4,
282,5/7/21 11:31:07,5/7/21 11:31:53,anonymous,,Complicated Subsystem - OID,7,6,6,6,7,7,
283,5/7/21 11:26:45,5/7/21 11:32:06,anonymous,,Platform - Coral,7,5,7,7,7,4,
284,5/7/21 11:34:46,5/7/21 11:35:33,anonymous,,SAT - T-Wrecks,7,7,5,7,6,7,
285,5/7/21 11:42:35,5/7/21 11:43:27,anonymous,,SAT - LATTE,7,6,6,6,6,7,
286,5/7/21 11:43:30,5/7/21 11:43:46,anonymous,,SAT - FBI,6,6,6,6,6,7,
287,5/7/21 11:52:24,5/7/21 11:53:41,anonymous,,SAT - Deja Vu,7,7,7,7,7,7,
288,5/7/21 11:52:49,5/7/21 11:53:42,anonymous,,SAT - The Survivors,4,4,4,4,4,4,
289,5/7/21 11:52:13,5/7/21 11:54:02,anonymous,,Enabling - CDP,7,7,7,7,7,7,"Pretty new to the team, inputs based on my first impression."
290,5/7/21 11:53:26,5/7/21 11:56:43,anonymous,,Platform - Four,6,6,6,6,6,6,"I think we must target more TEST DRIVEN DEVELOPMENT. 

"
291,5/7/21 11:58:07,5/7/21 11:59:03,anonymous,,Enabling - CDP,7,6,7,7,7,7,
292,5/7/21 11:56:28,5/7/21 11:59:42,anonymous,,Platform - Four,7,7,7,7,5,7,
293,5/7/21 12:02:18,5/7/21 12:04:06,anonymous,,SAT - The Pharside,6,6,7,7,6,7,
294,5/7/21 12:10:56,5/7/21 12:12:13,anonymous,,Enabling - Performance & Monitoring,7,7,7,7,7,7,
295,5/7/21 12:08:16,5/7/21 12:13:09,anonymous,,Enabling - CDP,6,6,6,6,6,6,"Overall, I am satisfied with my team initiative and way it is handling it changes"
296,5/7/21 12:41:03,5/7/21 12:41:44,anonymous,,Enabling - Konnect,7,7,7,7,7,7,
297,5/7/21 12:41:39,5/7/21 12:42:45,anonymous,,SAT - T-Wrecks,6,7,6,5,6,5,
298,5/7/21 12:33:15,5/7/21 12:49:24,anonymous,,Platform - Scrum Bags,7,4,7,4,7,7,
299,5/7/21 13:11:43,5/7/21 13:12:18,anonymous,,SAT - Stillwater,7,5,5,7,7,7,
300,5/7/21 13:25:16,5/7/21 13:26:29,anonymous,,Platform - Coral,7,7,5,5,6,7,
301,5/7/21 13:26:31,5/7/21 13:27:11,anonymous,,SAT - The Sims,6,5,5,6,6,6,
302,5/7/21 13:27:13,5/7/21 13:27:51,anonymous,,SAT - The Survivors,5,5,4,4,4,4,
303,5/7/21 13:43:41,5/7/21 13:44:15,anonymous,,Enabling - Performance & Monitoring,6,4,6,5,4,5,
304,5/7/21 14:08:53,5/7/21 14:09:44,anonymous,,Platform - Four,6,6,6,6,6,7,
305,5/7/21 15:07:14,5/7/21 15:11:16,anonymous,,Complicated Subsystem - OID,7,7,7,7,7,7,
306,5/7/21 15:11:18,5/7/21 15:11:56,anonymous,,Enabling - Architecture,7,7,7,7,7,7,
